#true velocity is one unknown for t < 0.5 and another unknown for t >= 0.5
T,X,u
0.35013056,-0.79864264,1.0
0.21742368,0.85230875,0.0
0.7920358,0.022718191,0.45964438
0.9175942,-0.5768094,1.0
0.068647385,-0.008849859,0.0
0.68355453,0.61218715,0.0
0.27474308,-0.36661124,1.0
0.76678276,-0.43828344,1.0
0.88316953,0.87685394,0.0
0.16336417,-0.03938389,0.0
0.53173065,-0.5275891,1.0
0.47556496,-0.556757,1.0
0.9764848,0.43822265,0.0
0.5969149,-0.5134723,1.0
0.35760915,0.8737645,0.0
0.7788266,-0.53030086,1.0
0.46491373,0.18149352,0.99330294
0.20119774,-0.017341852,0.0
0.45987904,-0.39437723,1.0
0.33118796,-0.25373602,1.0
0.38759863,0.6382146,0.0
0.1698904,0.24250388,0.0
0.32280362,-0.1198895,0.91201085
0.65841126,0.252182,0.3527241
0.22931111,-0.4783013,1.0
0.39542055,0.2688346,0.21510848
0.94723475,-0.64680076,1.0
0.21398532,0.11704612,0.0
0.30395746,0.7429309,0.0
0.66943884,0.6293266,0.0
0.94670594,0.10003948,0.0
0.676613,-0.6450567,1.0
0.2320453,-0.8217552,1.0
0.4586028,0.03389907,1.0
0.6746007,-0.48363042,1.0
0.8053572,0.47686124,0.0
0.7766298,-0.18602896,1.0
0.6032032,0.9087634,0.0
0.7494292,-0.26111126,1.0
0.101088405,-0.73829937,0.9985107
0.9319117,0.57720685,0.0
0.07041216,-0.14850688,0.0
0.6979604,0.7220526,0.0
0.16152978,0.7061651,0.0
0.23758245,-0.11588979,0.18482059
0.3331194,0.84561086,0.0
0.27252662,0.7349694,0.0
0.7854414,-0.28337908,1.0
0.4021232,-0.7260015,1.0
0.10904646,-0.37521625,0.039478928
0.43253863,0.16260743,0.89295596
0.766721,0.15887547,0.13183308
0.55234396,0.54821706,0.009756714
0.3446058,-0.26150012,1.0
0.7237414,-0.46213055,1.0
0.4519863,0.78427005,0.0
0.14924109,0.30465746,0.0
0.8796929,0.8197324,0.0
0.19215477,0.33044577,0.0
0.99707055,-0.65255475,1.0
0.7266445,0.168787,0.2860114
0.48089707,0.058037996,1.0
0.4511764,0.29069972,0.6380408
0.33788598,-0.17733192,1.0
0.008849025,0.52738523,0.0
0.66932225,0.1671195,0.6076101
0.6872828,0.77730656,0.0
0.11345589,-0.5317328,0.55753344
0.48796642,0.78776026,0.0
0.0893147,0.5283816,0.0
0.71143496,0.17064118,0.35996088
0.15542138,0.4401629,0.0
0.33104765,0.24629498,0.0
0.18749535,-0.80907655,1.0
0.2714342,0.10490322,0.0
0.56434655,0.56359935,0.0
0.11305845,-0.59686947,0.7824724
0.6387155,-0.95721817,1.0
0.7782761,-0.47872066,1.0
0.11405504,-0.25575948,0.0
0.7329277,-0.9415581,1.0
0.7698473,0.7801652,0.0
0.43594098,-0.75695086,1.0
0.14214623,-0.47844934,0.62559766
0.99269474,-0.5783057,1.0
0.016137004,0.124513865,0.0
0.2825489,0.3508165,0.0
0.15203023,0.52200127,0.0
0.71767783,-0.08591151,1.0
0.6059215,-0.74393725,1.0
0.4150951,-0.4265988,1.0
0.32994604,0.1938827,0.017068893
0.463809,0.94893,0.0
0.7100332,0.99846935,0.0
0.3654585,0.75553226,0.0
0.062888384,-0.91966844,1.0
0.23744929,0.47446847,0.0
0.68534136,-0.74577904,1.0
0.20079696,-0.42100835,0.90309966
0.79163563,-0.9826534,1.0
0.9713414,-0.4074118,0.9576849
0.0047602654,-0.83670497,0.6786827
0.61831427,-0.44034433,1.0
0.9366373,0.63439655,0.0
0.805992,-0.4877243,1.0
0.27983296,0.32190728,0.0
0.24726832,0.49436712,0.0
0.34843814,0.6963854,0.0
0.59201217,-0.29805255,1.0
0.10828781,-0.6381507,0.86793804
0.8791696,0.18555379,0.0
0.22068417,0.9431834,0.0
0.6788914,-0.8975408,1.0
0.069010615,0.43772912,0.0
0.5386108,0.3542874,0.64004934
0.38027692,0.5178673,0.0
0.6717359,-0.42364836,1.0
0.31284547,0.27248383,0.0
0.12105799,-0.48536468,0.45509005
0.22534776,-0.925915,1.0
0.9483311,0.11280084,0.0
0.9752283,0.78376484,0.0
0.41231453,-0.06329346,1.0
0.29428053,-0.18105268,0.88809216
0.54387736,-0.33046627,1.0
0.22537482,-0.1601758,0.2274769
0.36412466,-0.32441473,1.0
0.17392266,-0.4882815,0.9033033
0.109017015,-0.87153816,1.0
0.27943468,-0.55186415,1.0
0.661196,0.12381554,0.79768276
0.004648924,0.4458735,0.0
0.24106574,-0.8931303,1.0
0.0026566982,-0.4061687,0.0
0.045087576,0.9369793,0.0
0.9237361,0.25871372,0.0
0.7721044,0.546309,0.0
0.6530192,-0.461802,1.0
0.515277,0.37701058,0.68385327
0.027716994,0.5012338,0.0
0.39146602,-0.4043076,1.0
0.32556605,0.32626247,0.0
0.13955641,0.36465216,0.0
0.3374281,0.5038152,0.0
0.87859166,0.49599147,0.0
0.7715043,-0.6268883,1.0
0.87290907,0.15627241,0.0
0.5801356,0.98488116,0.0
0.85918903,0.4605503,0.0
0.2779057,0.8718686,0.0
0.27288878,-0.37814832,1.0
0.5843464,-0.8266821,1.0
0.69853735,0.7221708,0.0
0.25321758,-0.2909441,0.9053904
0.8804532,-0.023430347,0.16405606
0.5320457,0.045906067,1.0
0.48447347,-0.21101761,1.0
0.93959975,-0.88765883,1.0
0.3268174,-0.38589072,1.0
0.6452966,0.031094551,1.0
0.40937603,-0.65890837,1.0
0.39419782,-0.1685431,1.0
0.499745,0.16253328,1.0
0.6626526,-0.26493168,1.0
0.8465016,-0.545733,1.0
0.5749726,-0.8367853,1.0
0.19202816,0.65625596,0.0
0.58051515,-0.7280638,1.0
0.42881072,-0.18928742,1.0
0.33276963,0.43141937,0.0
0.56604433,0.6300256,0.0
0.13051236,0.50768924,0.0
0.8185563,-0.8469894,1.0
0.44110167,0.48529172,0.0055511594
0.6394104,0.44856668,0.0
0.13503528,0.044178963,0.0
0.744823,0.15857744,0.22932175
0.59868896,0.038380146,1.0
0.7780453,0.45033336,0.0
0.08433664,-0.39356875,0.0003620386
0.9030744,-0.9198396,1.0
0.61231375,0.42270207,0.058525324
0.6042869,0.1515894,0.94298553
0.34039855,0.043794155,0.5269967
0.906055,-0.96121836,1.0
0.06439948,0.21314454,0.0
0.50008035,0.3966868,0.69476926
0.5327271,-0.44695616,1.0
0.112080336,0.99799657,0.0
0.5285593,0.85944986,0.0
0.9004859,-0.95520544,1.0
0.36583185,0.038407326,0.7718346
0.72202027,0.546947,0.0
0.30980456,-0.8250623,1.0
0.31818736,-0.4939835,1.0
0.9928148,0.77374816,0.0
0.09393036,-0.21655202,0.0
0.17153013,0.5168159,0.0
0.1649884,-0.33550954,0.30932593
0.5808164,0.021485329,1.0
0.083396316,0.46166062,0.0
0.98242104,0.7096107,0.0
0.13962305,-0.25707126,0.0006971657
0.6886655,0.58575153,0.0
0.7263068,-0.4042611,1.0
0.82949066,0.71876407,0.0
0.75170195,-0.96644664,1.0
0.97906315,0.5649991,0.0
0.59001327,-0.53733635,1.0
0.6873007,-0.532444,1.0
0.99520826,0.25005603,0.0
0.15711439,0.10983086,0.0
0.6237602,-0.06920242,1.0
0.5758085,0.77200365,0.0
0.0384022,0.31956697,0.0
0.59221685,-0.5888171,1.0
0.78658926,0.021483421,0.49487266
0.8221822,0.33021307,0.0
0.63466394,0.69931006,0.0
0.8333483,0.81655264,0.0
0.3310014,0.3201058,0.0
0.24119425,-0.7368252,1.0
0.4854641,-0.21981597,1.0
0.9154,-0.49603486,1.0
0.6552125,-0.77046657,1.0
0.2785834,0.18447852,0.0
0.47332656,-0.40060258,1.0
0.44021022,-0.14847827,1.0
0.90403736,0.9967861,0.0
0.60550225,0.01248765,1.0
0.051797032,0.88247514,0.0
0.81660116,0.11013675,0.07055819
0.5730269,0.2934847,0.6729169
0.19765162,0.15049982,0.0
0.18717432,0.61307716,0.0
0.7030808,0.86066437,0.0
0.15615201,-0.84855986,1.0
0.5013113,-0.6210077,1.0
0.48540568,-0.6451473,1.0
0.103960395,0.5796044,0.0
0.49388623,0.28019643,0.96415544
0.94573355,-0.031912804,0.0032491982
0.4606067,0.52372026,0.01381585
0.24024975,0.50947094,0.0
0.53720534,0.1224103,1.0
0.43534005,-0.1901927,1.0
0.634259,-0.013185263,1.0
0.5089965,0.1771872,1.0
0.34836066,-0.6573634,1.0
0.5428237,0.6336274,0.0
0.9887669,-0.3410883,0.71118957
0.3996439,-0.12049174,1.0
0.7570411,-0.1773467,1.0
0.43388283,-0.91259,1.0
0.59485996,-0.110889435,1.0
0.030506015,-0.47168756,0.0
0.89142716,-0.9710069,1.0
0.19590247,0.48826647,0.0
0.39057028,-0.94134855,1.0
0.12205684,-0.91599107,1.0
0.2990625,-0.7519648,1.0
0.5344809,0.10852361,1.0
0.91869783,-0.029284239,0.04502049
0.32157385,-0.464561,1.0
0.94772303,0.4216528,0.0
0.6183412,0.43154836,0.029282004
0.29353726,0.4261074,0.0
0.31364846,0.2650442,0.0
0.63038135,0.12447548,0.91874087
0.8367835,-0.15227127,0.8355042
0.41393495,0.37005353,0.07019606
0.01992023,0.36059594,0.0
0.8740294,-0.47064567,1.0
0.5298426,0.61320734,0.0
0.5856397,-0.0038864613,1.0
0.056384325,0.6118729,0.0
0.887215,-0.41419196,1.0
0.8853501,0.3772912,0.0
0.2827903,0.11870289,0.0
0.013563156,0.95413566,0.0
0.90835595,0.8813536,0.0
0.2542286,0.87066126,0.0
0.0771451,0.6978915,0.0
0.70435965,0.70294905,0.0
0.5261829,-0.752043,1.0
0.15927255,0.05496955,0.0
0.562855,-0.9537797,1.0
0.8610116,0.4174862,0.0
0.55975175,0.17518497,0.99598753
0.5073556,0.120483875,1.0
0.31911516,-0.57611346,1.0
0.1252358,0.81705,0.0
0.90451086,-0.84802914,1.0
0.2591616,-0.43641806,1.0
0.24839914,-0.43152285,1.0
0.16798675,0.6577437,0.0
0.60189474,-0.48524475,1.0
0.88092256,0.5227573,0.0
0.42720687,-0.20848751,1.0
0.73393524,0.77023745,0.0
0.50873864,-0.7962215,1.0
0.85186946,0.12249899,0.0
0.5646144,0.66072154,0.0
0.28447497,-0.5180299,1.0
0.25016534,-0.1179688,0.29335475
0.373582,0.07982659,0.69802564
0.060222983,-0.7298925,0.7854158
0.31470263,0.80223274,0.0
0.9798249,0.86082697,0.0
0.44806755,0.97505736,0.0
0.46635365,-0.98030233,1.0
0.7725928,-0.04906988,0.81525886
0.60157084,-0.029043436,1.0
0.737057,-0.90457225,1.0
0.6506387,-0.8834932,1.0
0.47652233,0.92540646,0.0
0.5944735,-0.9932418,1.0
0.087420225,-0.8799679,1.0
0.85353553,0.34066153,0.0
0.386024,0.7488575,0.0
0.40307176,-0.26304555,1.0
0.3896128,-0.07741833,1.0
0.71225464,-0.9073448,1.0
0.6204705,0.7109692,0.0
0.18500578,0.7406285,0.0
0.9510083,-0.6977918,1.0
0.89866376,-0.77548885,1.0
0.23983204,-0.89024353,1.0
0.38153565,-0.4750178,1.0
0.60865986,-0.26137424,1.0
0.10153568,-0.5257058,0.42356125
0.9426707,-0.25481462,0.6509084
0.0068677664,0.966429,0.0
0.2354877,-0.34127426,0.9188297
0.785934,-0.7685113,1.0
0.5270916,0.15836835,1.0
0.36744583,-0.48595762,1.0
0.15190649,-0.8456762,1.0
0.5345205,-0.04917097,1.0
0.33934438,-0.24964023,1.0
0.9172435,-0.50441813,1.0
0.59824574,-0.033444166,1.0
0.20735478,-0.93010044,1.0
0.79653585,-0.30844545,1.0
0.79135776,-0.009080887,0.5823312
0.7000799,0.8243046,0.0
0.40766573,-0.96862125,1.0
0.13973534,-0.4241283,0.40108368
0.30421972,-0.75342894,1.0
0.46413255,-0.53253865,1.0
0.044160128,-0.5540221,0.06946182
0.8842486,0.95889115,0.0
0.5681015,-0.41043186,1.0
0.20652759,0.8858957,0.0
0.72808194,-0.7065954,1.0
0.41866732,-0.61355805,1.0
0.17795038,-0.0053915977,0.0
0.0036213398,0.9213407,0.0
0.15496671,0.0878818,0.0
0.30336535,-0.5408027,1.0
0.065538526,0.97691655,0.0
0.20888686,0.6698711,0.0
0.38860464,-0.85130525,1.0
0.96455014,-0.8883407,1.0
0.62414646,-0.87041736,1.0
0.40528262,0.7422526,0.0
0.10467136,-0.80999446,1.0
0.97342527,0.643553,0.0
0.36603165,-0.43874836,1.0
0.9554901,-0.9002466,1.0
0.27724195,-0.8246355,1.0
0.4973544,0.6168053,0.012660623
0.2783854,0.3757465,0.0
0.06816983,-0.9831798,1.0
0.4419347,-0.12590528,1.0
0.24749959,-0.16517854,0.4398579
0.61411357,0.33250642,0.30354506
0.053044796,0.73965335,0.0
0.5692339,0.49274373,0.048717648
0.5962806,-0.5572753,1.0
0.2531067,-0.679898,1.0
0.076604486,-0.36700082,0.0
0.90396225,0.29706264,0.0
0.76614094,0.9933002,0.0
0.69326854,-0.06768656,1.0
0.6147624,-0.15441012,1.0
0.49046266,-0.013545275,1.0
0.40316653,0.0536263,0.9638083
0.86791885,0.88835526,0.0
0.02252996,-0.47861004,0.0
0.20766449,0.3373046,0.0
0.266999,-0.7780874,1.0
0.58698964,0.2592578,0.7191292
0.7615746,-0.33366084,1.0
0.9000026,-0.08593917,0.26797414
0.690807,-0.5464363,1.0
0.15464604,0.3437221,0.0
0.9605988,0.77456164,0.0
0.8397572,0.91952705,0.0
0.33967924,0.6299598,0.0
0.8306483,0.9387536,0.0
0.68586576,0.51715493,0.0
0.8358365,-0.7555537,1.0
0.5366088,-0.17314386,1.0
0.30188274,0.25234628,0.0
0.46370018,-0.7211478,1.0
0.08993828,-0.2966137,0.0
0.46165693,-0.793494,1.0
0.3881637,0.74141526,0.0
0.4934355,-0.5233047,1.0
0.10475016,0.8699944,0.0
0.11144769,0.08220601,0.0
0.7377056,0.77610254,0.0
0.12379444,-0.3085673,0.0059271753
0.12762344,0.34580445,0.0
0.9032209,-0.8286009,1.0
0.21070635,-0.19153118,0.21065769
0.10060024,-0.3601265,0.002485633
0.7570108,0.6465492,0.0
0.2119323,-0.8306618,1.0
0.2173897,0.15642667,0.0
0.054614663,0.2884798,0.0
0.11827898,0.04240942,0.0
0.7601757,-0.7166395,1.0
0.2311877,0.7483666,0.0
0.67752874,0.37696934,0.000841558
0.8105416,0.02630663,0.34438848
0.6093569,-0.5963168,1.0
0.32065547,0.5862014,0.0
0.84295726,0.28028202,0.0
0.5294455,0.66392994,0.0
0.058752418,-0.58363986,0.24993464
0.39759612,-0.74121094,1.0
0.47677708,-0.35136557,1.0
0.8660662,-0.7125144,1.0
0.08798516,0.2241118,0.0
0.16042244,-0.13390994,0.0
0.19710755,0.44645286,0.0
0.53119385,0.5624292,0.029062092
0.2178297,0.36267877,0.0
0.68798864,-0.70862675,1.0
0.82669115,-0.27049375,1.0
0.2948277,-0.38939166,1.0
0.8849515,0.50884557,0.0
0.3725754,-0.48423362,1.0
0.9830309,-0.42157292,0.9520294
0.25630212,-0.5258868,1.0
0.65815175,0.9356773,0.0
0.69860446,0.31140852,0.028931499
0.24196303,0.2378993,0.0
0.24255526,0.78722787,0.0
0.5583478,0.2874794,0.7680626
0.57138205,0.86818933,0.0
0.0049880743,-0.19819617,0.0
0.59883714,-0.74050164,1.0
0.32434416,0.51673174,0.0
0.69128644,-0.34250975,1.0
0.7596382,-0.53202605,1.0
0.24755621,-0.40863085,1.0
0.8144239,-0.08935857,0.7442538
0.14543211,-0.47695184,0.6499146
0.8292426,-0.4031129,1.0
0.045939803,0.2126844,0.0
0.4160992,-0.18410301,1.0
0.61325336,0.69600606,0.0
0.09240401,0.07423496,0.0
0.19165623,-0.80757236,1.0
0.39260864,-0.10942268,1.0
0.21754897,0.54913735,0.0
0.25962663,-0.13312459,0.43339336
0.11347127,0.59593487,0.0
0.93662965,-0.4993043,1.0
0.76923776,0.57424545,0.0
0.018057466,0.1050396,0.0
0.8809998,0.4100051,0.0
0.3491646,0.7217171,0.0
0.40370166,-0.44350624,1.0
0.9561479,-0.7517469,1.0
0.74860775,-0.5184777,1.0
0.03683102,-0.82695055,0.89365685
0.1347115,-0.7061012,1.0
0.054563522,0.14229655,0.0
0.7956314,0.1282742,0.09990233
0.317266,0.38815308,0.0
0.8980565,0.771224,0.0
0.47235656,-0.9373181,1.0
0.09477496,-0.53430796,0.3929131
0.20411813,-0.8110006,1.0
0.049176693,-0.21124697,0.0
0.08895302,-0.9822819,1.0
0.3203298,0.8617673,0.0
0.5338172,0.16441989,1.0
0.25822496,0.5763302,0.0
0.68053067,0.90031266,0.0
0.4137963,0.22154975,0.5484613
0.47686362,-0.24470425,1.0
0.9729552,-0.35093427,0.8191898
0.78070676,-0.35910082,1.0
0.8715415,0.9691932,0.0
0.13932002,0.8384998,0.0
