#true velocity is one unknown for t < 0.5 and another unknown for t >= 0.5
T,X,u
0.91516936,-0.8456845,1.0
0.704779,0.78999496,0.0
0.7254298,-0.9203706,1.0
0.705696,-0.7327597,1.0
0.61526763,0.50251126,0.0
0.5806135,-0.24369383,1.0
0.37043214,-0.507339,1.0
0.97064793,-0.2964759,0.6498134
0.29618847,-0.5726855,1.0
0.25832963,0.8644421,0.0
0.8166121,-0.2866683,1.0
0.99018574,-0.73452616,1.0
0.6887604,-0.026220798,0.9991126
0.5823045,0.7255006,0.0
0.78723085,0.76365566,0.0
0.73790073,0.10899472,0.4407025
0.71570706,-0.2259574,1.0
0.6597972,0.5351536,0.0
0.56894934,0.55722594,0.0
0.049391985,-0.7530236,0.77289593
0.58422947,-0.70898676,1.0
0.9794165,0.025755644,0.0
0.5723553,0.58250046,0.0
0.9876535,-0.0009851456,0.0
0.37913942,0.75990653,0.0
0.7408948,0.89686656,0.0
0.73492193,-0.039379597,0.9333887
0.13690388,-0.7724006,1.0
0.82586074,-0.26255417,1.0
0.27912867,-0.26629138,0.9772967
0.5294248,-0.5269599,1.0
0.64072573,-0.942878,1.0
0.7841424,0.9693911,0.0
0.941939,-0.8674376,1.0
0.16041756,0.82266927,0.0
0.9193481,-0.39769077,1.0
0.16720212,-0.4665277,0.7981219
0.6717721,0.3481531,0.03391561
0.88383627,0.03804803,0.023085326
0.6132846,0.724694,0.0
0.53035295,-0.5460882,1.0
0.5484266,-0.8004017,1.0
0.85871625,0.3570559,0.0
0.8678527,-0.30390525,1.0
0.64454806,0.007481098,1.0
0.6697508,0.9151099,0.0
0.77988505,0.027180433,0.51121914
0.3887875,-0.5338702,1.0
0.90961194,-0.6898644,1.0
0.73772347,-0.7884953,1.0
0.42464948,-0.88428617,1.0
0.91698706,-0.9574754,1.0
0.73697865,-0.018470287,0.8786654
0.09957564,0.7953489,0.0
0.99230206,0.3714218,0.0
0.01332593,-0.512553,0.0
0.12624013,-0.9000044,1.0
0.10607779,-0.02158904,0.0
0.049403667,-0.7507615,0.7657124
0.113973975,0.59333086,0.0
0.31213617,-0.19859457,0.9919721
0.7062619,-0.1330688,1.0
0.61780524,-0.52455807,1.0
0.20687234,-0.7234285,1.0
0.7031158,-0.89454937,1.0
0.69618094,0.9076972,0.0
0.591454,-0.14666057,1.0
0.73562276,-0.1024003,0.99998003
0.97460365,-0.19178581,0.24782506
0.2507038,0.050070763,0.0
0.78642714,-0.55372906,1.0
0.7800205,0.1358211,0.14011908
0.2425605,0.4760077,0.0
0.9732374,0.7114327,0.0
0.8031498,0.9074085,0.0
0.610821,0.60146666,0.0
0.35114312,-0.8395479,1.0
0.5595585,0.528234,0.018651575
0.20737433,-0.82794,1.0
0.99738646,0.7512417,0.0
0.8853469,0.5998504,0.0
0.07610273,0.12835145,0.0
0.09898913,-0.021559,0.0
0.86620367,-0.7438688,1.0
0.44130218,0.7183039,0.0
0.14134026,-0.87309194,1.0
0.35928142,-0.14366102,1.0
0.9245362,-0.5886407,1.0
0.06799805,-0.8804147,1.0
0.55308616,-0.37907386,1.0
0.7576997,0.4621315,0.0
0.721647,0.87087107,0.0
0.4952234,-0.45241094,1.0
0.7073966,0.850086,0.0
0.09863424,-0.96969366,1.0
0.07899141,-0.89191365,1.0
0.78878665,0.87547874,0.0
0.40434563,-0.1399095,1.0
0.18705976,-0.9378419,1.0
0.9134065,0.40504813,0.0
0.32811177,-0.27877784,1.0
0.73417974,0.8925173,0.0
0.9422382,0.7057817,0.0
0.4942497,0.07401633,1.0
0.78027284,0.09196234,0.27368897
0.5422754,0.664495,0.0
0.7081804,-0.1507659,1.0
0.99195373,0.47312522,0.0
0.53539073,-0.99457,1.0
0.48934722,-0.58694315,1.0
0.18302834,-0.84802485,1.0
0.6860043,-0.029434681,1.0
0.055953383,0.10397649,0.0
0.76946986,0.39531326,0.0
0.27256203,-0.16175938,0.6593535
0.4007405,0.44021535,0.0
0.113175035,-0.9453299,1.0
0.67726064,0.24248004,0.28732377
0.6424458,0.21605754,0.5757662
0.14297175,0.8736491,0.0
0.93005264,0.8493874,0.0
0.6071267,-0.74379516,1.0
0.8585228,-0.33320403,1.0
0.69335794,0.876343,0.0
0.1029129,-0.6271279,0.79774344
0.9946716,-0.15469813,0.06599051
0.37178504,0.8717768,0.0
0.33368874,-0.5898783,1.0
0.9592595,0.1583314,0.0
0.21051657,0.24264741,0.0
0.44041216,0.5495684,0.0
0.4680823,-0.63021183,1.0
0.86595905,-0.18987656,0.81751645
0.1970663,-0.53153896,1.0
0.79575014,0.57351184,0.0
0.9235282,0.06465435,0.0
0.85443664,0.9110627,0.0
0.8698168,-0.68874955,1.0
0.44758213,0.9809158,0.0
0.57065606,-0.09326458,1.0
0.8078158,0.2575214,0.0
0.6347053,0.13239598,0.8850901
0.29629254,-0.08454776,0.59429187
0.90095127,0.86585116,0.0
0.60068345,-0.04129839,1.0
0.029981375,-0.2684927,0.0
0.94867647,0.106493235,0.0
0.764593,0.014643908,0.642471
0.91225517,0.06339836,0.0
0.44523776,0.6990073,0.0
0.2394228,-0.904932,1.0
0.30063426,-0.06382942,0.5576921
0.9199828,0.5577755,0.0
0.5723815,-0.42255664,1.0
0.044631243,0.19390607,0.0
0.86450803,-0.77073026,1.0
0.08122742,-0.16629243,0.0
0.7649071,0.7283056,0.0
0.066251636,-0.575804,0.28665188
0.18854189,0.20961308,0.0
0.46249914,0.6565285,0.0
0.3062594,0.10441351,0.06313184
0.93505347,-0.7096405,1.0
0.45585907,0.6921642,0.0
0.65133345,-0.6761496,1.0
0.46198928,0.24761033,0.86393756
0.6693592,0.67626905,0.0
0.34302723,0.8533013,0.0
0.991236,0.37842846,0.0
0.8654778,0.7510476,0.0
0.86355186,-0.10445285,0.53419524
0.9529668,0.15206814,0.0
0.887416,0.7888057,0.0
0.32899904,-0.8102267,1.0
0.7155893,-0.48365235,1.0
0.6825875,0.2688954,0.17704308
0.88820744,0.3101623,0.0
0.25906754,0.3243227,0.0
0.9918703,-0.960752,1.0
0.30108583,-0.96950746,1.0
0.27052438,0.61989284,0.0
0.29557717,-0.59991646,1.0
0.5385535,0.615747,0.0
0.960003,-0.17784595,0.2744104
0.7627969,0.3055632,0.0
0.2272495,0.4885931,0.0
0.07526529,-0.46072578,0.041163445
0.57264817,-0.5691774,1.0
0.25766218,0.0048680305,0.027045637
0.8441354,-0.335999,1.0
0.76470304,-0.7391038,1.0
0.915112,0.91372895,0.0
0.49287486,0.82185364,0.0
0.08202767,-0.78303313,0.9973985
0.015999317,0.4153819,0.0
0.40657127,0.82125473,0.0
0.18291736,-0.73972034,1.0
0.19110775,0.06575489,0.0
0.20229435,-0.1734829,0.1021319
0.385265,0.7864659,0.0
0.9910414,-0.3673904,0.7866039
0.19672298,0.6109209,0.0
0.5053704,-0.28503537,1.0
0.57036364,0.7104595,0.0
0.88578916,-0.4298916,1.0
0.9047879,-0.4950533,1.0
0.12147558,0.30249786,0.0
0.833995,0.2822361,0.0
0.17357981,0.39383078,0.0
0.6093811,0.94259644,0.0
0.3455279,-0.6046283,1.0
0.4783932,-0.25747013,1.0
0.9506414,0.8250098,0.0
0.78928113,-0.042920113,0.71482646
0.100168824,0.6197047,0.0
0.754043,-0.24747038,1.0
0.33236766,0.03824687,0.47253335
0.98018754,0.85062385,0.0
0.5515635,0.13114858,1.0
0.755319,-0.17043257,1.0
0.11310983,0.22331738,0.0
0.921499,-0.04093027,0.05825174
0.032791376,-0.41148686,0.0
0.26017284,-0.63652754,1.0
0.25561178,0.74511933,0.0
0.87948155,-0.29436707,0.9888964
0.3961488,-0.20022702,1.0
0.7042062,0.5759561,0.0
0.28754604,-0.2085433,0.91315
0.07727742,0.37916613,0.0
0.11723232,0.107768774,0.0
0.3227433,-0.52226496,1.0
0.00711143,0.19677734,0.0
0.5140749,-0.5519123,1.0
0.14505064,0.9356942,0.0
0.9986464,0.5747752,0.0
0.025167346,-0.8699219,0.9248957
0.54463005,-0.44234157,1.0
0.2935586,-0.9786725,1.0
0.62451303,-0.07174587,1.0
0.9234421,0.40441442,0.0
0.53100693,0.879447,0.0
0.53848565,0.66307116,0.0
0.48829377,0.7847395,0.0
0.8307415,-0.9748297,1.0
0.532652,0.556937,0.033762842
0.28427958,-0.2721913,0.9946676
0.9475751,-0.4587512,1.0
0.74976635,0.9658854,0.0
0.7434969,-0.63664746,1.0
0.39167345,-0.8520863,1.0
0.16712308,-0.61173964,1.0
0.53325474,0.21627617,0.99523634
0.41652608,0.7009766,0.0
0.540288,0.16054678,1.0
0.938745,0.7906318,0.0
0.45524704,-0.19982433,1.0
0.16001892,0.07037234,0.0
0.32611966,-0.6018629,1.0
0.03017354,0.5126076,0.0
0.8331734,0.636657,0.0
0.4495784,0.55454564,0.0
0.73899364,-0.38590813,1.0
0.2798829,0.9443424,0.0
0.74266016,-0.67537665,1.0
0.24811077,-0.42477894,1.0
0.0862602,0.5811596,0.0
0.07627332,-0.0510993,0.0
0.092975855,0.96191025,0.0
0.400869,-0.19473529,1.0
0.121751785,-0.6417644,0.9504975
0.5454745,0.17125368,1.0
0.6577009,0.9661467,0.0
0.22078454,-0.6934662,1.0
0.82296824,-0.22914124,0.9994758
0.11726344,0.57151866,0.0
0.26421452,-0.6092863,1.0
0.5342226,0.4490571,0.31503236
0.52951753,0.18432665,1.0
0.6988957,-0.793026,1.0
0.761847,0.83811307,0.0
0.1458193,-0.29382777,0.057678968
0.7757487,-0.9365554,1.0
0.8498386,-0.59547806,1.0
0.5206765,0.19854522,1.0
0.39729226,-0.13592315,1.0
0.48116672,0.28172755,0.8988384
0.60638916,-0.4885118,1.0
0.69641256,0.9655907,0.0
0.92611575,-0.36374474,0.98838955
0.4434464,0.58693624,0.0
0.06782484,0.32497144,0.0
0.92900157,-0.23337913,0.6475563
0.7621553,-0.21973324,1.0
0.6979821,0.78875947,0.0
0.2650416,-0.5569439,1.0
0.47730374,-0.18393087,1.0
0.65221834,-0.69633245,1.0
0.5841683,0.48998785,0.02016738
0.052085042,0.48859406,0.0
0.7072768,-0.78095984,1.0
0.2256316,-0.4718547,1.0
0.96478534,-0.27921486,0.61911064
0.14865851,0.901952,0.0
0.9573151,-0.7977102,1.0
0.7463834,0.40908194,0.0
0.18565643,-0.81624866,1.0
0.30195403,-0.8185823,1.0
0.25633883,-0.52320385,1.0
0.936201,0.7469046,0.0
0.107727766,-0.7972622,1.0
0.3675487,0.2815447,0.024499327
0.72943103,-0.5696471,1.0
0.23378623,0.38857007,0.0
0.6900536,-0.52796555,1.0
0.6074066,0.6802156,0.0
0.6648462,-0.83925533,1.0
0.21240664,0.005710602,0.0
0.37139452,0.89748335,0.0
0.74183774,0.33434176,0.0
0.7407502,0.18446732,0.16882524
0.52622235,0.5802667,0.01644975
0.6613908,0.86520267,0.0
0.3172753,-0.0857718,0.78071594
0.9997525,-0.026062012,0.0
0.29944634,0.6816013,0.0
0.13257194,-0.13899422,0.0
0.88699186,-0.16073203,0.6125514
0.2634964,0.62039566,0.0
0.37678075,0.8007443,0.0
0.23906994,-0.6036885,1.0
0.37675333,-0.77923393,1.0
0.15637183,-0.6794996,1.0
0.956763,0.69388723,0.0
0.5303179,-0.7732649,1.0
0.8665147,0.8883264,0.0
0.46093833,0.88910484,0.0
0.21260595,0.34741473,0.0
0.20881414,-0.0994215,0.008323759
0.6869949,0.29160643,0.09901273
0.96895194,-0.6530874,1.0
0.08478916,-0.17873526,0.0
0.87192106,0.58129954,0.0
0.046467543,-0.6833272,0.49811023
0.8197241,-0.025642872,0.48521474
0.5379542,0.7616117,0.0
0.7927526,0.42492843,0.0
0.5462756,0.5412824,0.0270679
0.3571074,0.185112,0.17831948
0.51263094,0.353765,0.7754046
0.7390295,-0.665334,1.0
0.6875303,0.31862426,0.043100655
0.6990323,-0.78108263,1.0
0.3148564,-0.3005042,1.0
0.75993943,-0.76777625,1.0
0.96300507,-0.54334736,1.0
0.29775023,0.024192095,0.21657825
0.56622493,-0.5737128,1.0
0.6729007,0.5431409,0.0
0.33268487,0.9659946,0.0
0.2801311,-0.08584976,0.44824824
0.6950784,0.60819125,0.0
0.47566617,-0.6764238,1.0
0.86348414,0.56566,0.0
0.8375324,0.57281876,0.0
0.36538577,-0.15179873,1.0
0.36087132,0.42321134,0.0
0.95263064,0.29938865,0.0
0.93704593,-0.075656176,0.08134538
0.66818166,-0.96348643,1.0
0.559008,-0.5976374,1.0
0.244578,-0.007047653,0.0062144697
0.4624821,-0.31372786,1.0
0.37525833,0.12264562,0.5580094
0.7330142,0.14719677,0.32799354
0.15469503,-0.29783487,0.11520615
0.98170793,-0.5485759,1.0
0.2452017,-0.65925384,1.0
0.22713745,0.7561588,0.0
0.05373001,-0.13680506,0.0
0.26355517,-0.5997491,1.0
0.0840677,0.8742089,0.0
0.27581465,0.5650866,0.0
0.7745706,-0.35486794,1.0
0.83399904,0.53269315,0.0
0.5677663,0.14948654,0.9999759
0.8382702,-0.79644203,1.0
0.7336222,0.7821026,0.0
0.48041964,-0.34003782,1.0
0.86627066,0.4832518,0.0
0.29207206,0.8279927,0.0
0.5899701,0.38808155,0.23828745
0.74059176,-0.79281664,1.0
0.36350513,0.07764816,0.61573863
0.32781398,-0.49502468,1.0
0.25398338,0.6867881,0.0
0.79185295,-0.40326595,1.0
0.16971028,-0.3594134,0.43896967
0.391369,-0.16091633,1.0
0.3456005,0.08370876,0.4263359
0.9583062,-0.98382974,1.0
0.49113488,-0.8978584,1.0
0.2995988,0.52090764,0.0
0.37669122,0.23251724,0.18292636
0.78075194,-0.077260256,0.8606375
0.49803472,0.4934721,0.32209498
0.52724266,-0.99491334,1.0
0.47374523,0.8769431,0.0
0.36765277,0.20547295,0.19633538
0.63342726,0.70057917,0.0
0.74486387,0.78497314,0.0
0.61201334,0.7637119,0.0
0.43695843,-0.34146,1.0
0.02676773,-0.71599126,0.43607068
0.93377864,0.4346757,0.0
0.43783474,-0.93701386,1.0
0.116256475,-0.47443604,0.37037063
0.94071794,0.4858272,0.0
0.1283052,-0.1310296,0.0
0.49944544,-0.9918542,1.0
0.391037,0.97932386,0.0
0.99501264,0.18052769,0.0
0.16330063,-0.20923853,0.005568564
0.212919,-0.27943754,0.54395586
0.25456023,0.50488496,0.0
0.23030937,-0.41756225,0.9991765
0.37556136,0.98245907,0.0
0.96061254,-0.84161043,1.0
0.95094573,0.07040262,0.0
0.6523272,-0.30322957,1.0
0.0044401884,0.76002026,0.0
0.1236006,-0.36895704,0.09914768
0.04513979,0.8829174,0.0
0.3767929,-0.2542913,1.0
0.21696508,0.56875944,0.0
0.50861835,-0.9361317,1.0
0.6811209,0.35927486,0.006584227
0.17914557,-0.3438666,0.46900713
0.31767476,-0.09945798,0.8255056
0.96341586,-0.02309537,0.0
0.40565908,0.712193,0.0
0.31354856,0.9134207,0.0
0.29190934,-0.5133648,1.0
0.43974006,-0.33462358,1.0
0.25152385,0.8340666,0.0
0.68445456,-0.30031157,1.0
0.55967414,-0.7458532,1.0
0.7301023,-0.21602798,1.0
0.7906786,0.9113431,0.0
0.7486372,-0.7320266,1.0
0.08272326,-0.008801937,0.0
0.8050053,0.19691396,0.0
0.44036686,0.6949551,0.0
0.7562511,-0.7204561,1.0
0.47687435,0.7276845,0.0
0.96165144,0.7936084,0.0
0.8660815,0.7775736,0.0
0.39455032,0.84579563,0.0
0.29638076,0.62308717,0.0
0.6337515,-0.7972789,1.0
0.659029,-0.60207677,1.0
0.5542214,-0.027968884,1.0
0.6597346,0.9505248,0.0
0.9283997,-0.6018374,1.0
0.4033159,-0.2510066,1.0
0.5434879,-0.46723056,1.0
0.9320828,-0.738564,1.0
0.72595584,0.9298606,0.0
0.37089956,0.6878774,0.0
0.6754333,0.5428622,0.0
0.41299438,0.9411547,0.0
0.56326437,0.9578402,0.0
0.043073773,-0.042895555,0.0
0.54977,-0.67838264,1.0
0.11109781,-0.061627865,0.0
0.23025525,-0.60661006,1.0
0.1765182,0.07828736,0.0
0.9135864,-0.2521696,0.78961444
0.64342463,-0.49187946,1.0
0.16742003,0.3314526,0.0
0.7266264,0.8997934,0.0
0.41741168,0.14886975,0.82846725
0.48588276,-0.6370075,1.0
0.97785914,-0.5392473,1.0
0.331419,0.66297126,0.0
0.69283414,0.31126547,0.042124867
0.5127708,-0.67607665,1.0
0.21375394,-0.8884289,1.0
0.30252767,-0.6182294,1.0
0.46422434,-0.7336004,1.0
0.44580603,-0.49673605,1.0
0.8167795,0.054024696,0.21854398
0.07990754,-0.7535999,0.9623973
0.16056395,-0.5175328,0.8934499
0.48989475,-0.44064283,1.0
0.44816577,-0.5562649,1.0
0.13779509,-0.8481252,1.0
0.7434614,-0.7329266,1.0
0.6871619,0.20606875,0.36351523
0.1001457,-0.3319311,0.0
0.65999997,0.39388347,0.004739374
0.27708542,-0.8081839,1.0
0.30385756,-0.63416314,1.0
0.4326284,0.7978697,0.0
0.38512993,0.9165306,0.0
0.73823154,0.11600399,0.41283053
0.30853498,-0.88153505,1.0
0.73246217,-0.09355831,0.9995098
0.37793362,-0.3631959,1.0
0.16759479,0.71033025,0.0
0.9117116,-0.33691716,0.9832854
0.51069725,-0.03495431,1.0
0.3083601,0.48143005,0.0
0.32917666,-0.01053834,0.62437725
0.99805546,-0.06080985,0.0
0.95199454,-0.0955534,0.07594851
0.2896062,-0.7548108,1.0
0.0788393,0.8701904,0.0
0.773602,-0.36955142,1.0
0.87856925,-0.3471501,1.0
0.6879196,0.21940708,0.3118912
0.97190046,-0.24955273,0.4689005
0.05143833,0.038615465,0.0
0.8106016,-0.53848934,1.0
0.5140828,-0.21473598,1.0
0.83059156,0.6722708,0.0
0.92085385,-0.5202186,1.0
0.73850656,0.11558747,0.4128453
0.17766678,-0.011366367,0.0
0.3256743,-0.4630463,1.0
0.83839,0.26133156,0.0
0.19421864,0.71011853,0.0
0.3330499,0.40615964,0.0
0.5250405,-0.3316326,1.0
0.042182326,0.97226405,0.0
0.1287595,0.61782265,0.0
0.12455952,-0.020940542,0.0
0.7527939,0.9573362,0.0
0.98461974,0.64455056,0.0
0.8991921,0.9804373,0.0
0.3275447,0.29793143,0.0
0.061025143,-0.12327647,0.0
0.37393904,0.96897006,0.0
0.74606156,0.96218705,0.0
0.021399856,-0.5179589,0.0
0.485559,-0.6208215,1.0
0.19875813,-0.10363841,5.3048134e-06
0.7053219,0.8042538,0.0
0.78611493,0.90362453,0.0
0.9026855,-0.42117238,1.0
0.3240595,0.47311354,0.0
0.13723302,0.9216547,0.0
0.384251,0.6249635,0.0
0.87651145,-0.88729787,1.0
0.74467015,0.15541267,0.24030116
0.6959691,0.21907234,0.27147615
0.64536524,-0.21659088,1.0
0.44149458,0.18849277,0.88433355
0.6696116,-0.33825278,1.0
0.7354028,0.050595045,0.6705259
0.8025459,0.35218406,0.0
0.12951541,-0.8845122,1.0
0.17421734,-0.33250523,0.38120154
0.12017,0.064365625,0.0
0.14776504,0.9291804,0.0
0.93293476,-0.8740666,1.0
0.15830755,0.43384027,0.0
0.46497142,0.74952316,0.0
0.69818425,-0.47978735,1.0
0.7152803,-0.28670025,1.0
0.3465916,-0.49867225,1.0
0.39520645,-0.29203868,1.0
0.59792614,0.9346168,0.0
0.012273908,-0.5026021,0.0
0.7721323,0.87812424,0.0
0.64434206,-0.0921042,1.0
0.017054915,0.8611698,0.0
0.98245525,-0.7539611,1.0
0.9000622,-0.8574629,1.0
0.63386834,-0.29101372,1.0
0.02485013,-0.2991531,0.0
0.03388381,0.25723028,0.0
0.6142955,0.12574315,0.96153533
0.20877063,-0.53522897,1.0
0.35051298,0.9105778,0.0
0.32448375,-0.18045163,0.9987143
0.7005724,-0.9210305,1.0
0.08238256,-0.46689773,0.08743578
0.59452355,0.3675871,0.28389364
0.6370306,-0.09925175,1.0
0.5840062,0.2274642,0.8338692
0.87007296,0.338068,0.0
0.7177485,0.59590006,0.0
0.8212975,0.29113293,0.0
0.9437133,-0.4436345,1.0
0.8857025,0.8818579,0.0
0.8214456,0.44437838,0.0
0.02055955,-0.33912468,0.0
0.94690895,0.072247505,0.0
0.3256061,-0.39265227,1.0
0.39501023,-0.3427117,1.0
0.59098554,-0.3449676,1.0
0.6473024,-0.35551548,1.0
0.61422825,-0.38330817,1.0
0.4961114,0.4662261,0.40324238
0.07564688,0.019235611,0.0
0.06654549,0.9455421,0.0
0.46202314,-0.8861797,1.0
0.89491713,-0.5481212,1.0
0.81600416,0.3299582,0.0
0.34133565,0.54488087,0.0
0.58727264,0.3505702,0.38292795
0.18406904,-0.22441173,0.115235806
0.12135589,0.40283704,0.0
0.04786551,-0.4131956,0.0
0.8182949,0.90436244,0.0
0.68873703,-0.22612548,1.0
0.3952483,-0.52280974,1.0
0.09562647,-0.35554457,0.0
0.23465884,0.6591675,0.0
0.0022571087,-0.25559044,0.0
0.007874846,-0.3804493,0.0
0.35850012,0.10948706,0.45043468
0.98765135,-0.6810565,1.0
0.95758057,0.35489678,0.0
0.5685775,-0.07852507,1.0
0.03455317,-0.26644516,0.0
0.61748505,0.3945372,0.10217112
0.41372705,-0.4446292,1.0
0.2603228,0.74904513,0.0
0.31971276,0.43711472,0.0
0.38325655,0.8842628,0.0
0.05296278,-0.98975706,1.0
0.62559104,-0.31505823,1.0
0.28574538,0.25722504,0.0
0.23219812,-0.37025476,0.95825386
0.09475696,0.883234,0.0
0.79804575,0.18444252,0.0062119067
0.95068574,0.685133,0.0
0.2889359,-0.117721796,0.64822155
0.33386636,0.5694382,0.0
0.6895641,-0.5356314,1.0
0.6918888,0.83336616,0.0
0.15260649,-0.13336325,0.0
0.18126476,0.27193022,0.0
0.50149024,-0.34494805,1.0
0.9317107,-0.7990768,1.0
0.4574672,-0.5009327,1.0
0.72325706,0.64983726,0.0
0.85394335,-0.973109,1.0
0.98239434,-0.04000783,0.0
0.82233393,0.90471935,0.0
0.62715054,0.06815624,0.9985427
0.9201871,0.9256778,0.0
0.41779375,-0.7588167,1.0
0.38527834,-0.5531621,1.0
0.0067329407,-0.77859306,0.48284832
0.0006799698,0.47437382,0.0
0.0085321665,-0.0010998249,0.0
0.21098292,-0.3837924,0.87415886
0.8399055,-0.8362353,1.0
0.9930227,-0.52631545,1.0
0.5772114,-0.62436414,1.0
0.3074932,-0.6700263,1.0
0.30977416,0.21306586,0.0
0.5325719,-0.902354,1.0
0.50161874,-0.24100876,1.0
0.22411132,0.9324026,0.0
0.4280882,0.5089307,0.0
0.14092147,-0.2120719,0.0
0.10946643,-0.75170636,1.0
0.5026537,-0.9563818,1.0
0.14063203,0.614017,0.0
0.9982624,-0.54097366,1.0
0.070090055,-0.873451,1.0
0.31532764,-0.6726105,1.0
0.233109,-0.95493793,1.0
0.60393465,-0.98378396,1.0
0.3691628,0.56826925,0.0
0.93839204,-0.48861313,1.0
0.90425134,0.5496149,0.0
0.923018,0.6663103,0.0
0.94529307,-0.6929536,1.0
0.049800992,-0.76270986,0.806317
0.23120356,-0.565773,1.0
0.6778538,-0.3968091,1.0
0.6869565,0.03557825,0.92728233
0.0065528154,0.07074118,0.0
0.07710171,0.93921876,0.0
0.6009909,-0.896863,1.0
0.78493345,0.69373393,0.0
0.72763133,-0.49882674,1.0
0.28438163,0.027997732,0.11119276
0.9504546,0.4585352,0.0
0.6067219,0.33869147,0.3207224
0.5886111,0.7764201,0.0
0.14470959,-0.41675615,0.41979724
0.31983232,0.41293025,0.0
0.03657663,-0.10163641,0.0
0.15331554,-0.33043098,0.19652104
0.69928443,0.28902793,0.06471652
0.36961722,0.8049154,0.0
0.5822489,0.6788862,0.0
0.9706168,0.6995559,0.0
0.81318176,-0.17308521,0.9623105
0.48033738,-0.5260081,1.0
0.03329885,-0.97288775,1.0
0.9440577,-0.2862656,0.75237024
0.91129994,-0.3249638,0.96925986
0.0049128532,-0.077117205,0.0
0.16767097,0.113408804,0.0
0.31206465,-0.7746,1.0
0.87401974,-0.28601336,0.9887552
0.82604444,0.7986722,0.0
0.55275214,0.38284492,0.45515418
0.46127915,-0.9273095,1.0
0.5115808,0.8724978,0.0
0.39864528,-0.5119493,1.0
0.5575156,0.96491385,0.0
0.011721015,0.79375887,0.0
0.35544407,0.4142728,0.0
0.048640728,-0.533061,0.05092132
0.32326007,-0.009693146,0.5667349
0.55286586,0.4815917,0.12677294
0.816368,-0.45069695,1.0
0.38164937,-0.15819144,1.0
0.97427464,-0.94463587,1.0
0.641919,0.8709388,0.0
0.905234,-0.8936429,1.0
0.7177552,0.9802849,0.0
0.18767929,0.40384674,0.0
0.3137933,0.93161225,0.0
0.9776478,-0.61903477,1.0
0.58220506,-0.86486006,1.0
0.16782308,-0.32179165,0.2863648
0.8817692,-0.81061745,1.0
0.3339926,-0.9559939,1.0
0.8291614,0.50263286,0.0
0.05569005,-0.613945,0.32759738
0.29687285,0.0164814,0.23419529
0.29626048,0.5390172,0.0
0.2853812,-0.08766127,0.50417846
0.821059,-0.85867214,1.0
0.3039354,0.22084522,0.0
0.82503426,-0.08920264,0.689386
0.8160939,0.08649635,0.12743118
0.3891815,-0.3311503,1.0
0.31472385,0.53077793,0.0
0.3360219,-0.07363224,0.8804083
0.5530646,0.78742146,0.0
0.302858,0.49436784,0.0
0.41227257,-0.26324415,1.0
0.64527106,0.875705,0.0
0.9900272,-0.80663824,1.0
0.9783828,0.99201584,0.0
0.0110991,-0.6784129,0.17392537
0.28803396,0.24971485,0.0
0.14131236,-0.31788945,0.08370745
0.63974214,-0.8999033,1.0
0.7014893,0.6900673,0.0
0.819702,0.90894413,0.0
0.69911814,0.97056866,0.0
0.63840806,-0.62389517,1.0
0.63166547,0.8765745,0.0
0.28405643,-0.3849957,1.0
0.9006927,0.07259631,0.0
0.5587946,-0.7838955,1.0
0.040055513,-0.43941116,0.0
0.8352361,0.92176175,0.0
0.24503064,0.94813037,0.0
0.010582924,0.44876742,0.0
0.6054858,-0.21880794,1.0
0.030317187,-0.7901454,0.73830974
0.7882693,0.9362612,0.0
0.5402874,0.50556684,0.11378336
0.21862626,0.9129236,0.0
0.8526367,-0.94853806,1.0
0.18883157,-0.8248017,1.0
0.53000236,0.55161214,0.04868102
0.40963256,-0.00011920929,1.0
0.875782,0.28876996,0.0
0.2742808,0.28844643,0.0
0.93641603,0.7709122,0.0
0.16515851,0.32034135,0.0
0.990958,0.3903532,0.0
0.10290098,-0.82341075,1.0
0.44902813,0.8019905,0.0
0.87566483,-0.45763063,1.0
0.33630395,0.59377456,0.0
0.15066826,0.8596792,0.0
0.39275193,-0.20812535,1.0
0.59216857,0.15534377,0.96695197
0.8869052,-0.99209905,1.0
0.33997488,0.6735692,0.0
0.5646312,-0.7064612,1.0
0.68600273,-0.20419765,1.0
0.9538115,-0.31774426,0.80575377
0.8140123,0.9208114,0.0
0.46705472,-0.22666931,1.0
0.9388982,-0.27569556,0.7430098
0.30462933,-0.23802543,0.999997
0.61535347,0.79680467,0.0
0.14146566,0.026822329,0.0
0.9055947,0.3732345,0.0
0.99706805,0.24443889,0.0
0.34875524,-0.24494672,1.0
0.7469034,-0.89406013,1.0
0.22520673,0.02314639,0.0
0.2374258,-0.19075537,0.44132003
0.45552492,-0.40463614,1.0
0.5291172,-0.6892204,1.0
0.34142017,-0.7816088,1.0
0.62991524,-0.16159034,1.0
0.8352556,0.89119196,0.0
0.08177042,0.08226967,0.0
0.9336833,-0.3390324,0.93636644
0.11851907,0.52095056,0.0
0.59756994,0.9935267,0.0
0.16367042,-0.6703112,1.0
0.8496928,-0.4294486,1.0
0.052072167,0.22077322,0.0
0.098279476,-0.08076024,0.0
0.18833554,-0.65046024,1.0
0.7547064,-0.009890795,0.77713335
0.56343174,-0.052152157,1.0
0.9003893,-0.32552767,0.98872
0.9117249,-0.13438463,0.37663352
0.77388704,0.41928792,0.0
0.7849333,-0.8134041,1.0
